Power(W), Temperature(ºC), Time(ms), elapsed time(ms), number of samples
74.972, 62, 0.443700, 17536.4, 39523
74.972, 62, 0.887400
74.972, 62, 1.331100
74.972, 62, 1.774800
74.972, 62, 2.218500
74.972, 62, 2.662200
74.972, 62, 3.105900
74.972, 62, 3.549600
74.972, 62, 3.993300
74.972, 62, 4.437000
74.972, 62, 4.880700
74.972, 62, 5.324400
74.972, 62, 5.768100
74.972, 62, 6.211800
74.972, 62, 6.655500
74.972, 62, 7.099200
74.972, 62, 7.542900
74.972, 62, 7.986600
74.972, 62, 8.430301
74.972, 62, 8.874001
74.972, 62, 9.317700
74.972, 62, 9.761400
74.972, 62, 10.205100
74.972, 62, 10.648800
74.972, 62, 11.092501
74.972, 62, 11.536201
74.972, 62, 11.979900
74.972, 62, 12.423600
74.972, 62, 12.867300
74.972, 62, 13.311001
74.972, 62, 13.754701
74.972, 62, 14.198400
74.972, 62, 14.642100
74.972, 62, 15.085800
73.361, 62, 15.529501
73.361, 62, 15.973201
73.361, 62, 16.416901
73.361, 62, 16.860601
73.361, 62, 17.304300
73.361, 62, 17.748001
73.361, 62, 18.191700
73.361, 62, 18.635401
73.361, 62, 19.079102
73.361, 62, 19.522800
73.361, 62, 19.966501
73.361, 62, 20.410200
73.361, 62, 20.853901
73.361, 62, 21.297600
73.361, 62, 21.741301
73.361, 62, 22.185001
73.361, 62, 22.628700
73.361, 62, 23.072401
73.361, 62, 23.516100
73.361, 62, 23.959801
73.361, 62, 24.403502
73.361, 62, 24.847200
73.361, 62, 25.290901
73.361, 62, 25.734600
73.361, 62, 26.178301
73.361, 62, 26.622002
73.361, 62, 27.065701
73.361, 62, 27.509401
73.361, 62, 27.953100
73.361, 62, 28.396801
73.361, 62, 28.840502
73.361, 62, 29.284201
73.361, 62, 29.727901
73.361, 62, 30.171600
73.361, 62, 30.615301
73.740, 62, 31.059002
73.740, 62, 31.502701
73.740, 62, 31.946402
73.740, 62, 32.390102
73.740, 62, 32.833801
73.740, 62, 33.277500
73.740, 62, 33.721203
73.740, 62, 34.164902
73.740, 62, 34.608601
73.740, 62, 35.052299
73.740, 62, 35.496002
73.740, 62, 35.939701
73.740, 62, 36.383400
73.740, 62, 36.827103
73.740, 62, 37.270802
73.740, 62, 37.714500
73.740, 62, 38.158203
73.740, 62, 38.601902
73.740, 62, 39.045601
73.740, 62, 39.489300
73.740, 62, 39.933002
73.740, 62, 40.376701
73.740, 62, 40.820400
73.740, 62, 41.264103
73.740, 62, 41.707802
73.740, 62, 42.151501
73.740, 62, 42.595200
73.740, 62, 43.038902
73.740, 62, 43.482601
73.740, 62, 43.926300
73.740, 62, 44.370003
73.740, 62, 44.813702
73.740, 62, 45.257401
73.740, 62, 45.701103
73.740, 62, 46.144802
74.025, 62, 46.588501
74.025, 62, 47.032200
74.025, 62, 47.475903
74.025, 62, 47.919601
74.025, 62, 48.363300
74.025, 62, 48.807003
74.025, 62, 49.250702
74.025, 62, 49.694401
74.025, 62, 50.138103
74.025, 62, 50.581802
74.025, 62, 51.025501
74.025, 62, 51.469200
74.025, 62, 51.912903
74.025, 62, 52.356602
74.025, 62, 52.800301
74.025, 62, 53.244003
74.025, 62, 53.687702
74.025, 62, 54.131401
74.025, 62, 54.575104
74.025, 62, 55.018803
74.025, 62, 55.462502
74.025, 62, 55.906200
74.025, 62, 56.349903
74.025, 62, 56.793602
74.025, 62, 57.237301
