Power(W), Temperature(ºC), Time(ms), elapsed time(ms), number of samples
75.532, 83, 0.737846, 15224.7, 20634
75.532, 83, 1.475693
75.532, 83, 2.213539
75.532, 83, 2.951385
75.532, 83, 3.689232
75.532, 83, 4.427078
75.532, 83, 5.164925
75.532, 83, 5.902771
75.532, 83, 6.640617
75.532, 83, 7.378464
75.532, 83, 8.116310
75.532, 83, 8.854156
75.532, 83, 9.592003
75.532, 83, 10.329849
75.532, 83, 11.067696
75.532, 83, 11.805542
75.532, 83, 12.543388
118.413, 83, 13.281235
118.413, 83, 14.019081
118.413, 83, 14.756927
118.413, 83, 15.494774
118.413, 83, 16.232620
118.413, 83, 16.970467
118.413, 83, 17.708313
118.413, 83, 18.446159
118.413, 83, 19.184006
118.413, 83, 19.921852
118.413, 83, 20.659698
118.413, 83, 21.397545
118.413, 83, 22.135391
118.413, 83, 22.873238
118.413, 83, 23.611084
118.413, 83, 24.348930
118.413, 83, 25.086777
118.413, 83, 25.824623
118.413, 83, 26.562469
118.413, 83, 27.300316
118.413, 83, 28.038162
118.413, 83, 28.776009
118.413, 83, 29.513855
118.413, 83, 30.251701
118.413, 83, 30.989548
118.413, 83, 31.727394
118.413, 83, 32.465240
118.413, 83, 33.203087
118.413, 83, 33.940933
118.413, 83, 34.678780
136.558, 83, 35.416626
136.558, 83, 36.154472
136.558, 83, 36.892319
136.558, 83, 37.630165
136.558, 83, 38.368011
136.558, 83, 39.105858
136.558, 83, 39.843704
136.558, 83, 40.581551
136.558, 83, 41.319397
136.558, 83, 42.057243
136.558, 83, 42.795090
136.558, 83, 43.532936
136.558, 83, 44.270782
136.558, 83, 45.008629
136.558, 83, 45.746475
136.558, 83, 46.484322
136.558, 83, 47.222168
136.558, 83, 47.960014
136.558, 83, 48.697861
136.558, 83, 49.435707
136.558, 83, 50.173553
136.558, 83, 50.911400
136.558, 83, 51.649246
136.558, 83, 52.387093
136.558, 83, 53.124939
136.558, 83, 53.862785
136.558, 83, 54.600632
136.558, 83, 55.338478
136.558, 83, 56.076324
136.558, 83, 56.814171
136.558, 83, 57.552017
140.588, 83, 58.289864
140.588, 83, 59.027710
140.588, 83, 59.765556
140.588, 83, 60.503403
140.588, 83, 61.241249
140.588, 83, 61.979095
140.588, 83, 62.716942
140.588, 83, 63.454788
140.588, 83, 64.192635
140.588, 83, 64.930481
140.588, 83, 65.668327
140.588, 83, 66.406174
140.588, 83, 67.144020
140.588, 83, 67.881866
140.588, 83, 68.619713
140.588, 83, 69.357559
140.588, 83, 70.095406
140.588, 83, 70.833252
140.588, 83, 71.571098
140.588, 83, 72.308945
140.588, 83, 73.046791
140.588, 83, 73.784637
140.588, 83, 74.522484
140.588, 83, 75.260330
