Power(W), Temperature(ºC), Time(ms), elapsed time(ms), number of samples
87.477, 78, 0.658522, 5876.6, 8924
87.477, 78, 1.317044
87.477, 78, 1.975566
87.477, 78, 2.634088
87.477, 78, 3.292609
87.477, 78, 3.951131
87.477, 78, 4.609653
87.477, 78, 5.268175
87.477, 78, 5.926697
87.477, 78, 6.585219
87.477, 78, 7.243741
87.477, 78, 7.902263
87.477, 78, 8.560784
87.477, 78, 9.219307
87.477, 78, 9.877829
87.477, 78, 10.536350
87.477, 78, 11.194872
87.477, 78, 11.853394
87.477, 78, 12.511916
87.477, 78, 13.170438
87.477, 78, 13.828959
87.477, 78, 14.487482
87.477, 78, 15.146004
87.477, 78, 15.804525
87.477, 78, 16.463047
87.477, 78, 17.121569
87.477, 78, 17.780090
87.477, 78, 18.438614
87.477, 78, 19.097136
138.005, 78, 19.755657
138.005, 78, 20.414179
138.005, 78, 21.072701
138.005, 78, 21.731222
138.005, 78, 22.389744
138.005, 78, 23.048265
138.005, 78, 23.706787
138.005, 78, 24.365311
138.005, 78, 25.023832
138.005, 78, 25.682354
138.005, 78, 26.340876
138.005, 78, 26.999397
138.005, 78, 27.657919
138.005, 78, 28.316441
138.005, 78, 28.974964
138.005, 78, 29.633486
138.005, 78, 30.292007
138.005, 78, 30.950529
138.005, 78, 31.609051
138.005, 78, 32.267574
138.005, 78, 32.926094
138.005, 78, 33.584618
138.005, 78, 34.243137
138.005, 78, 34.901661
138.005, 78, 35.560181
138.005, 78, 36.218704
138.005, 78, 36.877228
138.005, 78, 37.535748
138.005, 78, 38.194271
138.005, 78, 38.852791
138.005, 78, 39.511314
151.881, 78, 40.169834
151.881, 78, 40.828358
151.881, 78, 41.486877
151.881, 78, 42.145401
151.881, 78, 42.803925
151.881, 78, 43.462444
151.881, 78, 44.120968
151.881, 78, 44.779488
151.881, 78, 45.438011
151.881, 78, 46.096531
151.881, 78, 46.755054
151.881, 78, 47.413574
151.881, 78, 48.072098
151.881, 78, 48.730621
151.881, 78, 49.389141
151.881, 78, 50.047665
151.881, 78, 50.706184
151.881, 78, 51.364708
151.881, 78, 52.023228
151.881, 78, 52.681751
