Power(W), Temperature(å¼C), Time(ms), elapsed time(ms), number of samples
63.975,54,1297.05481,,
63.975,54,1297.505859,,
63.975,54,1297.956787,,
63.975,54,1298.407837,,
63.975,54,1298.858765,,
63.975,54,1299.309814,,
63.975,54,1299.760742,,
63.975,54,1300.211792,,
63.975,54,1300.662842,,
63.975,54,1301.11377,,
63.975,54,1301.564819,,
63.975,54,1302.015747,,
63.975,54,1302.466797,,
63.975,54,1302.917725,,
63.975,54,1303.368774,,
63.975,54,1303.819702,,
63.975,54,1304.270752,,
63.975,54,1304.72168,,
63.975,54,1305.172729,,
63.975,54,1305.623657,,
63.975,54,1306.074707,,
63.975,54,1306.525635,,
63.975,54,1306.976685,,
63.975,54,1307.427734,,
63.975,54,1307.878662,,
63.975,54,1308.329712,,
63.975,54,1308.78064,,
63.975,54,1309.231689,,
63.975,54,1309.682617,,
63.975,54,1310.133667,,
63.975,54,1310.584595,,
63.975,54,1311.035645,,
63.975,54,1311.486572,,
63.975,54,1311.937622,,
63.975,54,1312.38855,,
63.975,54,1312.8396,,
63.975,54,1313.290527,,
63.975,54,1313.741577,,
63.975,54,1314.192505,,
63.975,54,1314.643555,,
63.975,54,1315.094604,,
63.975,54,1315.545532,,
63.975,54,1315.996582,,
63.975,54,1316.44751,,
63.975,54,1316.89856,,
63.975,54,1317.349487,,
63.975,54,1317.800537,,
63.975,54,1318.251465,,
63.975,54,1318.702515,,
63.975,54,1319.153442,,
63.975,54,1319.604492,,
63.975,54,1320.05542,,
63.975,54,1320.50647,,
63.975,54,1320.957397,,
63.975,54,1321.408447,,
63.975,54,1321.859497,,
63.975,54,1322.310425,,
63.975,54,1322.761475,,
63.975,54,1323.212402,,
63.975,54,1323.663452,,
63.88,54,1324.11438,,
63.88,54,1324.56543,,
63.88,54,1325.016357,,
63.88,54,1325.467407,,
63.88,54,1325.918335,,
63.88,54,1326.369385,,
63.88,54,1326.820312,,
63.88,54,1327.271362,,
63.88,54,1327.72229,,
63.88,54,1328.17334,,
63.88,54,1328.62439,,
63.88,54,1329.075317,,
63.88,54,1329.526367,,
63.88,54,1329.977295,,
63.88,54,1330.428345,,
63.88,54,1330.879272,,
63.88,54,1331.330322,,
63.88,54,1331.78125,,
63.88,54,1332.2323,,
63.88,54,1332.683228,,
63.88,54,1333.134277,,
63.88,54,1333.585205,,
63.88,54,1334.036255,,
63.88,54,1334.487183,,
63.88,54,1334.938232,,
63.88,54,1335.38916,,
63.88,54,1335.84021,,
63.88,54,1336.29126,,
63.88,54,1336.742188,,
63.88,54,1337.193237,,
63.88,54,1337.644165,,
63.88,54,1338.095215,,
63.88,54,1338.546143,,
63.88,54,1338.997192,,
63.88,54,1339.44812,,
63.88,54,1339.89917,,
63.88,54,1340.350098,,
63.88,54,1340.801147,,
63.88,54,1341.252075,,
63.88,54,1341.703125,,
63.88,54,1342.154053,,
63.88,54,1342.605103,,
63.88,54,1343.056152,,
63.88,54,1343.50708,,
63.88,54,1343.95813,,
63.88,54,1344.409058,,
63.88,54,1344.860107,,
63.88,54,1345.311035,,
63.88,54,1345.762085,,
63.88,54,1346.213013,,
63.88,54,1346.664062,,
63.88,54,1347.11499,,
63.88,54,1347.56604,,
63.88,54,1348.016968,,
63.88,54,1348.468018,,
63.88,54,1348.918945,,
63.88,54,1349.369995,,
63.88,54,1349.820923,,
63.88,54,1350.271973,,
63.88,54,1350.723022,,
63.88,54,1351.17395,,
63.88,54,1351.625,,
63.88,54,1352.075928,,
63.88,54,1352.526978,,
63.88,54,1352.977905,,
63.88,54,1353.428955,,
63.88,54,1353.879883,,
63.88,54,1354.330933,,
63.975,54,1354.78186,,
63.975,54,1355.23291,,
63.975,54,1355.683838,,
63.975,54,1356.134888,,
63.975,54,1356.585815,,
63.975,54,1357.036865,,
63.975,54,1357.487915,,
63.975,54,1357.938843,,
63.975,54,1358.389893,,
63.975,54,1358.84082,,
63.975,54,1359.29187,,
63.975,54,1359.742798,,
63.975,54,1360.193848,,
63.975,54,1360.644775,,
63.975,54,1361.095825,,
63.975,54,1361.546753,,
63.975,54,1361.997803,,
63.975,54,1362.44873,,
63.975,54,1362.89978,,
63.975,54,1363.350708,,
63.975,54,1363.801758,,
63.975,54,1364.252808,,
63.975,54,1364.703735,,
63.975,54,1365.154785,,
63.975,54,1365.605713,,
63.975,54,1366.056763,,
63.975,54,1366.50769,,
63.975,54,1366.95874,,
63.975,54,1367.409668,,
63.975,54,1367.860718,,
63.975,54,1368.311646,,
63.975,54,1368.762695,,
63.975,54,1369.213623,,
63.975,54,1369.664673,,
63.88,54,1370.115601,,
63.88,54,1370.56665,,
63.88,54,1371.017578,,
63.88,54,1371.468628,,
63.88,54,1371.919678,,
63.88,54,1372.370605,,
63.88,54,1372.821655,,
63.88,54,1373.272583,,
63.88,54,1373.723633,,
63.88,54,1374.174561,,
63.88,54,1374.62561,,
63.88,54,1375.076538,,
63.88,54,1375.527588,,
63.88,54,1375.978516,,
63.88,54,1376.429565,,
63.88,54,1376.880493,,
63.88,54,1377.331543,,
63.88,54,1377.782471,,
63.88,54,1378.233521,,
63.88,54,1378.68457,,
63.88,54,1379.135498,,
63.88,54,1379.586548,,
63.88,54,1380.037476,,
63.88,54,1380.488525,,
63.88,54,1380.939453,,
63.88,54,1381.390503,,
63.88,54,1381.841431,,
63.88,54,1382.29248,,
63.88,54,1382.743408,,
63.88,54,1383.194458,,
63.88,54,1383.645386,,
63.88,54,1384.096436,,
63.88,54,1384.547363,,
63.88,54,1384.998413,,
63.975,54,1385.449463,,
63.975,54,1385.900391,,
63.975,54,1386.35144,,
63.975,54,1386.802368,,
63.975,54,1387.253418,,
63.975,54,1387.704346,,
63.975,54,1388.155396,,
63.975,54,1388.606323,,
63.975,54,1389.057373,,
63.975,54,1389.508301,,
63.975,54,1389.959351,,
63.975,54,1390.410278,,
63.975,54,1390.861328,,
63.975,54,1391.312256,,
63.975,54,1391.763306,,
63.975,54,1392.214233,,
63.975,54,1392.665283,,
63.975,54,1393.116333,,
63.975,54,1393.567261,,
63.975,54,1394.018311,,
63.975,54,1394.469238,,
63.975,54,1394.920288,,
63.975,54,1395.371216,,
63.975,54,1395.822266,,
63.975,54,1396.273193,,
63.975,54,1396.724243,,
63.975,54,1397.175171,,
63.975,54,1397.626221,,
63.975,54,1398.077148,,
63.975,54,1398.528198,,
63.975,54,1398.979126,,
63.975,54,1399.430176,,
63.975,54,1399.881226,,
63.975,54,1400.332153,,
63.975,54,1400.783203,,
63.975,54,1401.234131,,
63.975,54,1401.685181,,
63.975,54,1402.136108,,
63.975,54,1402.587158,,
63.975,54,1403.038086,,
63.975,54,1403.489136,,
63.975,54,1403.940063,,
63.975,54,1404.391113,,
63.975,54,1404.842041,,
63.975,54,1405.293091,,
63.975,54,1405.744019,,
63.975,54,1406.195068,,
63.975,54,1406.645996,,
63.975,54,1407.097046,,
63.975,54,1407.548096,,
63.975,54,1407.999023,,
63.975,54,1408.450073,,
63.975,54,1408.901001,,
63.975,54,1409.352051,,
63.975,54,1409.802979,,
63.975,54,1410.254028,,
63.975,54,1410.704956,,
63.975,54,1411.156006,,
63.975,54,1411.606934,,
63.975,54,1412.057983,,
63.975,54,1412.508911,,
63.975,54,1412.959961,,
63.975,54,1413.410889,,
63.975,54,1413.861938,,
63.975,54,1414.312988,,
63.975,54,1414.763916,,
63.975,54,1415.214966,,
63.975,54,1415.665894,,
63.975,54,1416.116943,,
63.975,54,1416.567871,,
63.975,54,1417.018921,,
63.975,54,1417.469849,,
63.975,54,1417.920898,,
63.975,54,1418.371826,,
63.975,54,1418.822876,,
63.975,54,1419.273804,,
63.975,54,1419.724854,,
63.975,54,1420.175781,,
63.975,54,1420.626831,,
63.975,54,1421.077881,,
63.975,54,1421.528809,,
63.975,54,1421.979858,,
63.975,54,1422.430786,,
63.975,54,1422.881836,,
63.975,54,1423.332764,,
63.975,54,1423.783813,,
63.975,54,1424.234741,,
63.975,54,1424.685791,,
63.975,54,1425.136719,,
63.975,54,1425.587769,,
63.975,54,1426.038696,,
63.975,54,1426.489746,,
63.975,54,1426.940674,,
63.975,54,1427.391724,,
63.975,54,1427.842651,,
63.975,54,1428.293701,,
63.975,54,1428.744751,,
63.975,54,1429.195679,,
63.975,54,1429.646729,,
63.975,54,1430.097656,,
63.975,54,1430.548706,,
63.975,54,1430.999634,,
63.975,54,1431.450684,,
63.975,54,1431.901611,,
63.88,54,1432.352661,,
63.88,54,1432.803589,,
63.88,54,1433.254639,,
63.88,54,1433.705566,,
63.88,54,1434.156616,,
63.88,54,1434.607544,,
63.88,54,1435.058594,,
63.88,54,1435.509644,,
63.88,54,1435.960571,,
63.88,54,1436.411621,,
63.88,54,1436.862549,,
63.88,54,1437.313599,,
63.88,54,1437.764526,,
63.88,54,1438.215576,,
63.88,54,1438.666504,,
63.88,54,1439.117554,,
63.88,54,1439.568481,,
63.88,54,1440.019531,,
63.88,54,1440.470459,,
63.88,54,1440.921509,,
63.88,54,1441.372437,,
63.88,54,1441.823486,,
63.88,54,1442.274414,,
63.88,54,1442.725464,,
63.88,54,1443.176514,,
63.88,54,1443.627441,,
63.88,54,1444.078491,,
63.88,54,1444.529419,,
63.88,54,1444.980469,,
63.88,54,1445.431396,,
63.88,54,1445.882446,,
63.88,54,1446.333374,,
63.88,54,1446.784424,,
63.88,54,1447.235352,,
63.88,54,1447.686401,,
63.88,54,1448.137329,,
63.88,54,1448.588379,,
63.88,54,1449.039307,,
63.88,54,1449.490356,,
63.88,54,1449.941406,,
63.88,54,1450.392334,,
63.88,54,1450.843384,,
63.88,54,1451.294312,,
63.88,54,1451.745361,,
63.88,54,1452.196289,,
63.88,54,1452.647339,,
63.88,54,1453.098267,,
63.88,54,1453.549316,,
63.88,54,1454.000244,,
63.88,54,1454.451294,,
63.88,54,1454.902222,,
63.88,54,1455.353271,,
63.88,54,1455.804199,,
63.88,54,1456.255249,,
63.88,54,1456.706299,,
63.88,54,1457.157227,,
63.88,54,1457.608276,,
63.88,54,1458.059204,,
63.88,54,1458.510254,,
63.88,54,1458.961182,,
63.88,54,1459.412231,,
63.88,54,1459.863159,,
63.88,54,1460.314209,,
63.88,54,1460.765137,,
63.88,54,1461.216187,,
63.88,54,1461.667114,,
63.88,54,1462.118164,,
63.88,54,1462.569092,,
63.88,54,1463.020142,,
63.88,54,1463.471069,,
63.975,54,1463.922119,,
63.975,54,1464.373169,,
63.975,54,1464.824097,,
63.975,54,1465.275146,,
63.975,54,1465.726074,,
63.975,54,1466.177124,,
63.975,54,1466.628052,,
63.975,54,1467.079102,,
63.975,54,1467.530029,,
63.975,54,1467.981079,,
63.975,54,1468.432007,,
63.975,54,1468.883057,,
63.975,54,1469.333984,,
63.975,54,1469.785034,,
63.975,54,1470.235962,,
63.975,54,1470.687012,,
63.975,54,1471.138062,,
63.975,54,1471.588989,,
63.975,54,1472.040039,,
63.975,54,1472.490967,,
63.975,54,1472.942017,,
63.975,54,1473.392944,,
63.975,54,1473.843994,,
63.975,54,1474.294922,,
63.975,54,1474.745972,,
63.975,54,1475.196899,,
63.975,54,1475.647949,,
63.975,54,1476.098877,,
63.975,54,1476.549927,,
63.975,54,1477.000854,,
63.975,54,1477.451904,,
63.975,54,1477.902954,,
63.975,54,1478.353882,,
63.975,54,1478.804932,,
63.975,54,1479.255859,,
63.975,54,1479.706909,,
63.975,54,1480.157837,,
63.975,54,1480.608887,,
63.975,54,1481.059814,,
63.975,54,1481.510864,,
63.975,54,1481.961792,,
63.975,54,1482.412842,,
63.975,54,1482.86377,,
63.975,54,1483.314819,,
63.975,54,1483.765747,,
63.975,54,1484.216797,,
63.975,54,1484.667725,,
63.975,54,1485.118774,,
63.975,54,1485.569824,,
63.975,54,1486.020752,,
63.975,54,1486.471802,,
63.975,54,1486.922729,,
63.975,54,1487.373779,,
63.975,54,1487.824707,,
63.975,54,1488.275757,,
63.975,54,1488.726685,,
63.975,54,1489.177734,,
63.975,54,1489.628662,,
63.975,54,1490.079712,,
63.975,54,1490.53064,,
63.975,54,1490.981689,,
63.975,54,1491.432617,,
63.975,54,1491.883667,,
63.975,54,1492.334717,,
63.975,54,1492.785645,,
63.975,54,1493.236694,,
63.975,54,1493.687622,,
63.975,54,1494.138672,,
63.975,54,1494.5896,,
63.975,54,1495.040649,,
63.975,54,1495.491577,,
63.975,54,1495.942627,,
63.975,54,1496.393555,,
63.975,54,1496.844604,,
63.975,54,1497.295532,,
63.975,54,1497.746582,,
63.975,54,1498.19751,,
63.975,54,1498.64856,,
63.975,54,1499.099487,,
63.975,54,1499.550537,,
63.975,54,1500.001587,,
63.975,54,1500.452515,,
63.975,54,1500.903564,,
63.975,54,1501.354492,,
63.975,54,1501.805542,,
63.975,54,1502.25647,,
63.975,54,1502.70752,,
63.975,54,1503.158447,,
63.975,54,1503.609497,,
63.975,54,1504.060425,,
63.975,54,1504.511475,,
63.975,54,1504.962402,,
63.975,54,1505.413452,,
63.975,54,1505.86438,,
63.975,54,1506.31543,,
63.975,54,1506.766479,,
63.975,54,1507.217407,,
63.975,54,1507.668457,,
63.975,54,1508.119385,,
63.975,54,1508.570435,,
63.975,54,1509.021362,,
63.975,54,1509.472412,,
63.975,54,1509.92334,,
63.975,54,1510.37439,,
63.975,54,1510.825317,,
63.975,54,1511.276367,,
63.975,54,1511.727295,,
63.975,54,1512.178345,,
63.975,54,1512.629272,,
63.975,54,1513.080322,,
63.975,54,1513.531372,,
63.975,54,1513.9823,,
63.975,54,1514.43335,,
63.975,54,1514.884277,,
63.975,54,1515.335327,,
63.975,54,1515.786255,,
63.975,54,1516.237305,,
63.975,54,1516.688232,,
63.975,54,1517.139282,,
63.975,54,1517.59021,,
63.975,54,1518.04126,,
63.975,54,1518.492188,,
63.975,54,1518.943237,,
63.975,54,1519.394165,,
63.975,54,1519.845215,,
63.975,54,1520.296143,,
63.975,54,1520.747192,,
63.975,54,1521.198242,,
63.975,54,1521.64917,,
63.975,54,1522.10022,,
63.975,54,1522.551147,,
63.975,54,1523.002197,,
63.975,54,1523.453125,,
63.975,54,1523.904175,,
63.975,54,1524.355103,,
63.975,54,1524.806152,,
63.975,54,1525.25708,,
63.975,54,1525.70813,,
63.975,54,1526.159058,,
63.975,54,1526.610107,,
63.975,54,1527.061035,,
63.975,54,1527.512085,,
63.975,54,1527.963135,,
63.975,54,1528.414062,,
63.975,54,1528.865112,,
63.975,54,1529.31604,,
63.975,54,1529.76709,,
63.975,54,1530.218018,,
63.975,54,1530.669067,,
63.975,54,1531.119995,,
63.975,54,1531.571045,,
63.975,54,1532.021973,,
63.975,54,1532.473022,,
63.975,54,1532.92395,,
63.975,54,1533.375,,
63.975,54,1533.825928,,
63.975,54,1534.276978,,
63.975,54,1534.728027,,
63.975,54,1535.178955,,
63.975,54,1535.630005,,
63.975,54,1536.080933,,
63.975,54,1536.531982,,
63.975,54,1536.98291,,
63.975,54,1537.43396,,
63.975,54,1537.884888,,
63.975,54,1538.335938,,
63.975,54,1538.786865,,
63.975,54,1539.237915,,
63.975,54,1539.688843,,
63.88,54,1540.139893,,
63.88,54,1540.59082,,
63.88,54,1541.04187,,
63.88,54,1541.492798,,
63.88,54,1541.943848,,
63.88,54,1542.394897,,
63.88,54,1542.845825,,
63.88,54,1543.296875,,
63.88,54,1543.747803,,
63.88,54,1544.198853,,
63.88,54,1544.64978,,
63.88,54,1545.10083,,
63.88,54,1545.551758,,
63.88,54,1546.002808,,
63.88,54,1546.453735,,
63.88,54,1546.904785,,
63.88,54,1547.355713,,
63.88,54,1547.806763,,
63.88,54,1548.25769,,
63.88,54,1548.70874,,
63.88,54,1549.15979,,
63.88,54,1549.610718,,
63.88,54,1550.061768,,
63.88,54,1550.512695,,
63.88,54,1550.963745,,
63.88,54,1551.414673,,
63.88,54,1551.865723,,
63.88,54,1552.31665,,
63.88,54,1552.7677,,
63.88,54,1553.218628,,
63.88,54,1553.669678,,
63.88,54,1554.120605,,
63.88,54,1554.571655,,
63.88,54,1555.022583,,
63.88,54,1555.473633,,
63.88,54,1555.924561,,
63.88,54,1556.37561,,
63.88,54,1556.82666,,
63.88,54,1557.277588,,
63.88,54,1557.728638,,
63.88,54,1558.179565,,
63.88,54,1558.630615,,
63.88,54,1559.081543,,
63.88,54,1559.532593,,
63.88,54,1559.983521,,
63.88,54,1560.43457,,
63.88,54,1560.885498,,
63.88,54,1561.336548,,
63.88,54,1561.787476,,
63.88,54,1562.238525,,
63.88,54,1562.689453,,
63.88,54,1563.140503,,
63.88,54,1563.591553,,
63.88,54,1564.04248,,
63.88,54,1564.49353,,
63.88,54,1564.944458,,
63.88,54,1565.395508,,
63.88,54,1565.846436,,
63.88,54,1566.297485,,
63.88,54,1566.748413,,
63.88,54,1567.199463,,
63.88,54,1567.650391,,
63.88,54,1568.10144,,
63.88,54,1568.552368,,
63.88,54,1569.003418,,
63.88,54,1569.454346,,
63.88,54,1569.905396,,
63.975,54,1570.356445,,
63.975,54,1570.807373,,
63.975,54,1571.258423,,
63.975,54,1571.709351,,
63.975,54,1572.1604,,
63.975,54,1572.611328,,
63.975,54,1573.062378,,
63.975,54,1573.513306,,
63.975,54,1573.964355,,
63.975,54,1574.415283,,
63.975,54,1574.866333,,
63.975,54,1575.317261,,
63.975,54,1575.768311,,
63.975,54,1576.219238,,
63.975,54,1576.670288,,
63.975,54,1577.121216,,
63.975,54,1577.572266,,
63.975,54,1578.023315,,
63.975,54,1578.474243,,
63.975,54,1578.925293,,
63.975,54,1579.376221,,
63.975,54,1579.827271,,
63.975,54,1580.278198,,
63.975,54,1580.729248,,
63.975,54,1581.180176,,
63.975,54,1581.631226,,
63.975,54,1582.082153,,
63.975,54,1582.533203,,
63.975,54,1582.984131,,
63.975,54,1583.435181,,
63.975,54,1583.886108,,
63.975,54,1584.337158,,
63.975,54,1584.788208,,
63.975,54,1585.239136,,
63.975,54,1585.690186,,
63.975,54,1586.141113,,
63.975,54,1586.592163,,
63.975,54,1587.043091,,
63.975,54,1587.494141,,
63.975,54,1587.945068,,
63.975,54,1588.396118,,
63.975,54,1588.847046,,
63.975,54,1589.298096,,
63.975,54,1589.749023,,
63.975,54,1590.200073,,
63.975,54,1590.651001,,
63.975,54,1591.102051,,
63.975,54,1591.553101,,
63.975,54,1592.004028,,
63.975,54,1592.455078,,
63.975,54,1592.906006,,
63.975,54,1593.357056,,
63.975,54,1593.807983,,
63.975,54,1594.259033,,
63.975,54,1594.709961,,
63.975,54,1595.161011,,
63.975,54,1595.611938,,
63.975,54,1596.062988,,
63.975,54,1596.513916,,
63.975,54,1596.964966,,
63.975,54,1597.415894,,
63.975,54,1597.866943,,
63.975,54,1598.317871,,
63.975,54,1598.768921,,
63.975,54,1599.219971,,
63.975,54,1599.670898,,
63.975,54,1600.121948,,
63.975,54,1600.572876,,
63.975,54,1601.023926,,
63.975,54,1601.474854,,
63.975,54,1601.925903,,
63.975,54,1602.376831,,
63.975,54,1602.827881,,
63.975,54,1603.278809,,
63.975,54,1603.729858,,
63.975,54,1604.180786,,
63.975,54,1604.631836,,
63.975,54,1605.082764,,
63.975,54,1605.533813,,
63.975,54,1605.984863,,
63.975,54,1606.435791,,
63.975,54,1606.886841,,
63.975,54,1607.337769,,
63.975,54,1607.788818,,
63.975,54,1608.239746,,
63.975,54,1608.690796,,
63.975,54,1609.141724,,
63.975,54,1609.592773,,
63.975,54,1610.043701,,
63.975,54,1610.494751,,
63.975,54,1610.945679,,
63.975,54,1611.396729,,
63.975,54,1611.847656,,
63.975,54,1612.298706,,
63.975,54,1612.749634,,
63.975,54,1613.200684,,
63.975,54,1613.651733,,
63.975,54,1614.102661,,
63.975,54,1614.553711,,
63.975,54,1615.004639,,
63.975,54,1615.455688,,
63.975,54,1615.906616,,
63.975,54,1616.357666,,
64.07,54,1616.808594,,
64.07,54,1617.259644,,
64.07,54,1617.710571,,
64.07,54,1618.161621,,
64.07,54,1618.612549,,
64.07,54,1619.063599,,
64.07,54,1619.514526,,
64.07,54,1619.965576,,
64.07,54,1620.416626,,
64.07,54,1620.867554,,
64.07,54,1621.318604,,
64.07,54,1621.769531,,
64.07,54,1622.220581,,
64.07,54,1622.671509,,
64.07,54,1623.122559,,
64.07,54,1623.573486,,
64.07,54,1624.024536,,
64.07,54,1624.475464,,
64.07,54,1624.926514,,
64.07,54,1625.377441,,
64.07,54,1625.828491,,
64.07,54,1626.279419,,
64.07,54,1626.730469,,
64.07,54,1627.181519,,
64.07,54,1627.632446,,
64.07,54,1628.083496,,
64.07,54,1628.534424,,
64.07,54,1628.985474,,
64.07,54,1629.436401,,
64.07,54,1629.887451,,
64.07,54,1630.338379,,
64.07,54,1630.789429,,
64.07,54,1631.240356,,
64.07,54,1631.691406,,
63.975,54,1632.142334,,
63.975,54,1632.593384,,
63.975,54,1633.044312,,
63.975,54,1633.495361,,
63.975,54,1633.946289,,
63.975,54,1634.397339,,
63.975,54,1634.848389,,
63.975,54,1635.299316,,
63.975,54,1635.750366,,
63.975,54,1636.201294,,
63.975,54,1636.652344,,
63.975,54,1637.103271,,
63.975,54,1637.554321,,
63.975,54,1638.005249,,
63.975,54,1638.456299,,
63.975,54,1638.907227,,
63.975,54,1639.358276,,
63.975,54,1639.809204,,
63.975,54,1640.260254,,
63.975,54,1640.711182,,
63.975,54,1641.162231,,
63.975,54,1641.613281,,
63.975,54,1642.064209,,
63.975,54,1642.515259,,
63.975,54,1642.966187,,
63.975,54,1643.417236,,
63.975,54,1643.868164,,
63.975,54,1644.319214,,
63.975,54,1644.770142,,
63.975,54,1645.221191,,
63.975,54,1645.672119,,
63.975,54,1646.123169,,
63.975,54,1646.574097,,
63.975,54,1647.025146,,
63.975,54,1647.476074,,
63.975,54,1647.927124,,
63.975,54,1648.378174,,
63.975,54,1648.829102,,
63.975,54,1649.280151,,
63.975,54,1649.731079,,
63.975,54,1650.182129,,
63.975,54,1650.633057,,
63.975,54,1651.084106,,
63.975,54,1651.535034,,
63.975,54,1651.986084,,
63.975,54,1652.437012,,
63.975,54,1652.888062,,
63.975,54,1653.338989,,
63.975,54,1653.790039,,
63.975,54,1654.240967,,
63.975,54,1654.692017,,
63.975,54,1655.142944,,
63.975,54,1655.593994,,
63.975,54,1656.045044,,
63.975,54,1656.495972,,
63.975,54,1656.947021,,
63.975,54,1657.397949,,
63.975,54,1657.848999,,
63.975,54,1658.299927,,
63.975,54,1658.750977,,
63.975,54,1659.201904,,
63.975,54,1659.652954,,
63.975,54,1660.103882,,
63.975,54,1660.554932,,
63.975,54,1661.005859,,
63.975,54,1661.456909,,
63.975,54,1661.907837,,
63.975,54,1662.358887,,
63.88,54,1662.809937,,
63.88,54,1663.260864,,
63.88,54,1663.711914,,
63.88,54,1664.162842,,
63.88,54,1664.613892,,
63.88,54,1665.064819,,
63.88,54,1665.515869,,
63.88,54,1665.966797,,
63.88,54,1666.417847,,
63.88,54,1666.868774,,
63.88,54,1667.319824,,
63.88,54,1667.770752,,
63.88,54,1668.221802,,
63.88,54,1668.672729,,
63.88,54,1669.123779,,
63.88,54,1669.574707,,
63.88,54,1670.025757,,
63.88,54,1670.476807,,
63.88,54,1670.927734,,
63.88,54,1671.378784,,
63.88,54,1671.829712,,
63.88,54,1672.280762,,
63.88,54,1672.731689,,
63.88,54,1673.182739,,
63.88,54,1673.633667,,
63.88,54,1674.084717,,
63.88,54,1674.535645,,
63.88,54,1674.986694,,
63.88,54,1675.437622,,
63.88,54,1675.888672,,
63.88,54,1676.3396,,
63.88,54,1676.790649,,
63.88,54,1677.241699,,
63.88,54,1677.692627,,
63.88,54,1678.143677,,
63.975,54,1678.594604,,
63.975,54,1679.045654,,
63.975,54,1679.496582,,
63.975,54,1679.947632,,
63.975,54,1680.39856,,
63.975,54,1680.849609,,
63.975,54,1681.300537,,
63.975,54,1681.751587,,
63.975,54,1682.202515,,
63.975,54,1682.653564,,
63.975,54,1683.104492,,
63.975,54,1683.555542,,
63.975,54,1684.006592,,
63.975,54,1684.45752,,
63.975,54,1684.908569,,
63.975,54,1685.359497,,
63.975,54,1685.810547,,
63.975,54,1686.261475,,
63.975,54,1686.712524,,
63.975,54,1687.163452,,
63.975,54,1687.614502,,
63.975,54,1688.06543,,
63.975,54,1688.516479,,
63.975,54,1688.967407,,
63.975,54,1689.418457,,
63.975,54,1689.869385,,
63.975,54,1690.320435,,
63.975,54,1690.771362,,
63.975,54,1691.222412,,
63.975,54,1691.673462,,
63.975,54,1692.12439,,
63.975,54,1692.575439,,
63.975,54,1693.026367,,
63.975,54,1693.477417,,
63.975,54,1693.928345,,
63.975,54,1694.379395,,
63.975,54,1694.830322,,
63.975,54,1695.281372,,
63.975,54,1695.7323,,
63.975,54,1696.18335,,
63.975,54,1696.634277,,
63.975,54,1697.085327,,
63.975,54,1697.536255,,
63.975,54,1697.987305,,
63.975,54,1698.438354,,
63.975,54,1698.889282,,
63.975,54,1699.340332,,
63.975,54,1699.79126,,
63.975,54,1700.24231,,
63.975,54,1700.693237,,
63.975,54,1701.144287,,
63.975,54,1701.595215,,
63.975,54,1702.046265,,
63.975,54,1702.497192,,
63.975,54,1702.948242,,
63.975,54,1703.39917,,
63.975,54,1703.85022,,
63.975,54,1704.301147,,
63.975,54,1704.752197,,
63.975,54,1705.203247,,
63.975,54,1705.654175,,
63.975,54,1706.105225,,
63.975,54,1706.556152,,
63.975,54,1707.007202,,
63.975,54,1707.45813,,
63.975,54,1707.90918,,
63.975,54,1708.360107,,
63.975,54,1708.811157,,
63.975,54,1709.262085,,
63.975,54,1709.713135,,
63.975,54,1710.164062,,
63.975,54,1710.615112,,
63.975,54,1711.06604,,
63.975,54,1711.51709,,
63.975,54,1711.968018,,
63.975,54,1712.419067,,
63.975,54,1712.870117,,
63.975,54,1713.321045,,
63.975,54,1713.772095,,
63.975,54,1714.223022,,
63.975,54,1714.674072,,
63.975,54,1715.125,,
63.975,54,1715.57605,,
63.975,54,1716.026978,,
63.975,54,1716.478027,,
63.975,54,1716.928955,,
63.975,54,1717.380005,,
63.975,54,1717.830933,,
63.975,54,1718.281982,,
63.975,54,1718.73291,,
63.975,54,1719.18396,,
63.975,54,1719.63501,,
63.975,54,1720.085938,,
63.975,54,1720.536987,,
63.975,54,1720.987915,,
63.975,54,1721.438965,,
63.975,54,1721.889893,,
63.975,54,1722.340942,,
63.975,54,1722.79187,,
63.975,54,1723.24292,,
63.975,54,1723.693848,,
63.975,54,1724.144897,,
64.07,54,1724.595825,,
64.07,54,1725.046875,,
64.07,54,1725.497803,,
64.07,54,1725.948853,,
64.07,54,1726.39978,,
64.07,54,1726.85083,,
64.07,54,1727.30188,,
64.07,54,1727.752808,,
64.07,54,1728.203857,,
64.07,54,1728.654785,,
64.07,54,1729.105835,,
64.07,54,1729.556763,,
64.07,54,1730.007812,,
64.07,54,1730.45874,,
64.07,54,1730.90979,,
64.07,54,1731.360718,,
64.07,54,1731.811768,,
64.07,54,1732.262695,,
64.07,54,1732.713745,,
64.07,54,1733.164673,,
64.07,54,1733.615723,,
64.07,54,1734.066772,,
64.07,54,1734.5177,,
64.07,54,1734.96875,,
64.07,54,1735.419678,,
64.07,54,1735.870728,,
64.07,54,1736.321655,,
64.07,54,1736.772705,,
64.07,54,1737.223633,,
64.07,54,1737.674683,,
64.07,54,1738.12561,,
64.07,54,1738.57666,,
64.07,54,1739.027588,,
63.975,54,1739.478638,,
63.975,54,1739.929565,,
63.975,54,1740.380615,,
63.975,54,1740.831665,,
63.975,54,1741.282593,,
63.975,54,1741.733643,,
63.975,54,1742.18457,,
63.975,54,1742.63562,,
63.975,54,1743.086548,,
63.975,54,1743.537598,,
63.975,54,1743.988525,,
63.975,54,1744.439575,,
63.975,54,1744.890503,,
63.975,54,1745.341553,,
63.975,54,1745.79248,,
63.975,54,1746.24353,,
